254,225,47.61,0,.,.,4
284,242,47.61,0,.,.,4
242,243,47.61,0,.,.,4
242,223,47.61,0,.,.,4
216,214,47.61,1,.,.,4
219,212,47.61,0,.,.,4
231,231,47.61,0,.,.,4
233,225,47.61,1,.,.,4
253,236,47.61,0,.,.,4
208,215,47.61,0,.,.,4
250,231,47.61,1,.,.,4
261,236,47.61,1,.,.,4
256,230,47.61,1,.,.,4
246,253,47.61,1,.,.,4
235,223,47.61,0,.,.,4
218,224,47.61,1,.,.,4
255,250,47.61,0,.,.,4
249,236,47.61,0,.,.,4
264,257,47.61,0,.,.,4
224,221,47.61,0,.,.,4
248,237,47.61,0,.,.,4
216,221,47.61,0,.,.,4
271,252,47.61,0,.,.,4
242,234,47.61,0,.,.,4
199,211,47.61,1,.,.,4
224,233,47.61,1,.,.,4
266,240,47.61,0,.,.,4
206,203,47.61,1,.,.,4
234,244,47.61,0,.,.,4
263,264,47.61,0,.,.,4
223,215,47.61,0,.,.,4
222,217,47.61,1,.,.,4
189,199,47.61,0,.,.,4
261,256,47.61,0,.,.,4
240,225,47.61,1,.,.,4
209,236,47.61,1,.,.,4
235,239,47.61,0,.,.,4
227,240,47.61,0,.,.,4
228,234,47.61,0,.,.,4
257,238,47.61,0,.,.,4
217,210,47.61,0,.,.,4
230,221,47.61,1,.,.,4
222,226,47.61,1,.,.,4
217,223,47.61,0,.,.,4
244,228,47.61,0,.,.,4
228,234,47.61,0,.,.,4
193,185,74.53,0,.,.,8
244,258,74.53,1,.,.,8
174,197,74.53,0,.,.,8
273,274,74.53,0,.,.,8
184,176,74.53,0,.,.,8
186,193,74.53,1,.,.,8
240,230,74.53,1,.,.,8
214,200,74.53,1,.,.,8
208,219,74.53,0,.,.,8
194,205,74.53,0,.,.,8
216,194,74.53,0,.,.,8
216,195,74.53,1,.,.,8
201,207,74.53,0,.,.,8
243,248,74.53,0,.,.,8
225,225,74.53,1,.,.,8
216,220,74.53,0,.,.,8
229,232,74.53,1,.,.,8
221,213,74.53,1,.,.,8
224,224,74.53,0,.,.,8
224,210,16.2,1,.,.,11
221,223,16.2,1,.,.,11
219,232,16.2,1,.,.,11
216,206,16.2,0,.,.,11
219,235,16.2,0,.,.,11
236,218,16.2,1,.,.,11
213,199,16.2,1,.,.,11
227,192,16.2,0,.,.,11
231,246,16.2,1,.,.,11
227,220,16.2,1,.,.,11
215,216,16.2,1,.,.,11
157,168,16.2,0,.,.,11
203,204,16.2,1,.,.,11
239,236,16.2,0,.,.,11
239,242,16.2,1,.,.,11
194,225,16.2,0,.,.,11
231,220,16.2,1,.,.,11
187,199,16.2,0,.,.,11
212,231,16.2,1,.,.,11
238,240,16.2,1,.,.,11
231,227,16.2,1,.,.,11
261,266,16.2,1,.,.,11
213,216,16.2,1,.,.,11
225,235,16.2,0,.,.,11
222,222,16.2,1,.,.,11
231,231,16.2,1,.,.,11
224,240,16.2,1,.,.,11
249,233,16.2,0,.,.,11
229,237,16.2,0,.,.,11
225,216,16.2,1,.,.,11
230,225,16.2,0,.,.,11
235,219,16.2,1,.,.,11
265,249,16.2,1,.,.,11
232,231,16.2,0,.,.,11
243,224,16.2,0,.,.,11
209,227,16.2,0,.,.,11
227,243,16.2,0,.,.,11
219,225,16.2,0,.,.,11
207,195,16.2,1,.,.,11
190,230,16.2,0,.,.,11
229,207,16.2,1,.,.,11
240,223,16.2,0,.,.,11
246,227,16.2,1,.,.,11
194,194,16.2,1,.,.,11
254,251,16.2,1,.,.,11
193,211,16.2,0,.,.,11
246,244,16.2,0,.,.,11
231,218,16.2,1,.,.,11
204,207,16.2,1,.,.,11
235,248,16.2,0,.,.,11
223,238,16.2,1,.,.,11
214,176,16.2,0,.,.,11
208,222,16.2,1,.,.,11
222,232,16.2,1,.,.,11
225,200,16.2,1,.,.,11
225,212,16.2,1,.,.,11
218,226,16.2,1,.,.,11
237,239,16.2,1,.,.,11
228,262,16.2,1,.,.,11
226,225,16.2,1,.,.,11
216,221,16.2,1,.,.,11
207,210,16.2,0,.,.,11
225,203,16.2,0,.,.,11
228,225,16.2,0,.,.,11
238,250,16.2,0,.,.,11
240,222,16.2,0,.,.,11
244,256,75.39,1,.,.,19
256,236,75.39,1,.,.,19
235,239,75.39,0,.,.,19
237,234,75.39,1,.,.,19
185,190,75.39,0,.,.,19
205,204,75.39,0,.,.,19
210,215,75.39,0,.,.,19
183,199,75.39,0,.,.,19
221,247,75.39,1,.,.,19
233,226,75.39,0,.,.,19
204,220,75.39,0,.,.,19
213,231,75.39,0,.,.,19
251,259,75.39,1,.,.,19
231,223,75.39,1,.,.,19
239,234,75.39,1,.,.,19
223,231,75.39,0,.,.,19
220,242,75.39,1,.,.,19
220,223,75.39,1,.,.,19
232,239,75.39,1,.,.,19
261,263,75.39,0,.,.,19
232,233,75.39,0,.,.,19
161,190,75.39,0,.,.,19
224,229,75.39,1,.,.,19
229,228,75.39,1,.,.,19
222,233,75.39,0,.,.,19
263,227,75.39,0,.,.,19
252,250,75.39,0,.,.,19
246,216,75.39,1,.,.,19
217,217,75.39,0,.,.,19
230,215,75.39,0,.,.,19
236,234,75.39,0,.,.,19
256,257,75.39,1,.,.,19
220,211,75.39,1,.,.,19
234,225,75.39,0,.,.,19
239,234,75.39,1,.,.,19
217,240,75.39,1,.,.,19
219,225,75.39,1,.,.,19
250,264,75.39,0,.,.,19
236,242,75.39,1,.,.,19
204,210,75.39,0,.,.,19
244,242,75.39,1,.,.,19
243,239,75.39,1,.,.,19
231,243,75.39,1,.,.,19
253,266,75.39,0,.,.,19
216,224,75.39,1,.,.,19
235,244,75.39,1,.,.,19
234,243,75.39,1,.,.,19
215,213,75.39,0,.,.,19
205,198,75.39,1,.,.,19
209,213,75.39,1,.,.,19
222,237,75.39,0,.,.,19
186,185,75.39,0,.,.,19
232,235,75.39,0,.,.,19
234,247,75.39,1,.,.,19
223,223,75.39,1,.,.,19
254,249,75.39,1,.,.,19
197,201,75.39,0,.,.,19
202,206,75.39,1,.,.,19
203,213,75.39,0,.,.,19
209,200,75.39,1,.,.,19
242,247,75.39,0,.,.,19
218,225,75.39,1,.,.,19
237,230,75.39,0,.,.,19
231,241,75.39,1,.,.,19
233,236,75.39,1,.,.,19
223,222,75.39,1,.,.,19
201,210,38.36,1,.,.,21
257,255,38.36,1,.,.,21
233,229,38.36,0,.,.,21
244,257,38.36,0,.,.,21
198,202,38.36,1,.,.,21
233,224,38.36,1,.,.,21
251,244,38.36,1,.,.,21
253,236,38.36,0,.,.,21
251,244,38.36,1,.,.,21
264,246,38.36,1,.,.,21
256,251,38.36,0,.,.,21
223,238,38.36,1,.,.,21
246,242,38.36,0,.,.,21
254,254,38.36,1,.,.,21
248,266,38.36,0,.,.,21
228,228,38.36,0,.,.,21
235,210,38.36,0,.,.,21
230,231,38.36,1,.,.,21
227,213,38.36,1,.,.,21
218,216,38.36,1,.,.,21
248,246,38.36,0,.,.,21
204,212,38.36,1,.,.,21
235,229,38.36,1,.,.,21
268,251,38.36,0,.,.,21
229,223,38.36,1,.,.,21
242,243,38.36,0,.,.,21
206,227,38.36,1,.,.,21
242,232,38.36,1,.,.,21
245,251,38.36,0,.,.,21
258,250,38.36,0,.,.,21
237,261,38.36,0,.,.,21
222,221,38.36,1,.,.,21
221,214,38.36,0,.,.,21
254,213,38.36,1,.,.,21
231,220,38.36,1,.,.,21
250,264,38.36,0,.,.,21
269,232,38.36,0,.,.,21
267,248,38.36,1,.,.,21
259,226,38.36,0,.,.,21
233,227,38.36,0,.,.,21
181,174,38.36,1,.,.,21
235,235,38.36,1,.,.,21
237,240,38.36,1,.,.,21
259,238,38.36,0,.,.,21
238,247,38.36,0,.,.,21
247,227,38.36,1,.,.,21
228,221,38.36,0,.,.,21
264,260,38.36,0,.,.,21
250,235,38.36,1,.,.,21
245,259,38.36,1,.,.,21
224,237,38.36,0,.,.,21
248,230,38.36,0,.,.,21
220,224,38.36,0,.,.,21
196,225,38.36,1,.,.,21
248,247,38.36,1,.,.,21
242,229,38.36,0,.,.,21
245,225,38.36,0,.,.,21
255,258,38.36,0,.,.,21
236,254,38.36,0,.,.,21
236,243,38.36,0,.,.,21
225,222,38.36,0,.,.,21
220,228,38.36,1,.,.,21
228,217,38.36,1,.,.,21
236,224,38.36,0,.,.,21
206,194,38.36,0,.,.,21
236,252,30.9,1,.,.,22
245,235,30.9,1,.,.,22
238,233,30.9,1,.,.,22
213,217,30.9,0,.,.,22
272,273,30.9,0,.,.,22
216,217,30.9,1,.,.,22
251,254,30.9,0,.,.,22
261,257,30.9,1,.,.,22
241,229,30.9,0,.,.,22
217,236,30.9,1,.,.,22
244,247,30.9,0,.,.,22
228,239,30.9,0,.,.,22
254,250,30.9,1,.,.,22
230,233,30.9,1,.,.,22
246,244,30.9,0,.,.,22
243,266,30.9,1,.,.,22
250,242,30.9,0,.,.,22
247,229,30.9,0,.,.,22
226,219,30.9,1,.,.,22
232,238,30.9,1,.,.,22
243,255,30.9,1,.,.,22
233,231,30.9,1,.,.,22
225,230,30.9,0,.,.,22
228,220,30.9,1,.,.,22
209,199,30.9,1,.,.,22
260,244,30.9,1,.,.,22
222,231,30.9,1,.,.,22
191,198,30.9,1,.,.,22
240,256,30.9,0,.,.,22
221,219,30.9,1,.,.,22
234,236,30.9,1,.,.,22
281,258,30.9,0,.,.,22
215,222,30.9,0,.,.,22
219,216,30.9,0,.,.,22
235,218,30.9,0,.,.,22
229,230,30.9,1,.,.,22
249,240,30.9,0,.,.,22
247,252,30.9,0,.,.,22
246,241,30.9,0,.,.,22
264,254,30.9,1,.,.,22
220,227,30.9,1,.,.,22
245,240,30.9,0,.,.,22
190,223,30.9,1,.,.,22
201,193,30.9,1,.,.,22
216,239,30.9,1,.,.,22
251,263,30.9,0,.,.,22
203,218,30.9,0,.,.,22
203,208,30.9,1,.,.,22
223,223,30.9,0,.,.,22
204,175,30.9,0,.,.,22
232,206,30.9,1,.,.,22
227,238,30.9,1,.,.,22
216,214,30.9,1,.,.,22
255,259,30.9,1,.,.,22
259,259,30.9,1,.,.,22
216,217,30.9,1,.,.,22
249,263,30.9,1,.,.,22
218,225,30.9,0,.,.,22
242,231,30.9,0,.,.,22
229,225,30.9,1,.,.,22
250,232,30.9,1,.,.,22
241,240,30.9,1,.,.,22
239,252,30.9,0,.,.,22
225,215,30.9,0,.,.,22
235,238,30.9,1,.,.,22
240,231,30.9,0,.,.,22
237,237,30.9,1,.,.,22
236,237,30.9,1,.,.,22
212,233,30.9,1,.,.,22
250,252,30.9,0,.,.,22
265,258,30.9,0,.,.,22
220,200,30.9,1,.,.,22
234,225,30.9,0,.,.,22
240,243,30.9,0,.,.,22
211,231,30.9,1,.,.,22
211,224,30.9,1,.,.,22
244,238,30.9,1,.,.,22
239,250,30.9,0,.,.,22
234,238,30.9,1,.,.,22
218,214,30.9,1,.,.,22
247,239,30.9,0,.,.,22
268,241,30.9,0,.,.,22
245,254,30.9,0,.,.,22
237,260,30.9,0,.,.,22
258,251,30.9,1,.,.,22
235,243,30.9,1,.,.,22
228,231,30.9,1,.,.,22
239,231,30.9,0,.,.,22
227,226,30.9,1,.,.,22
220,237,30.9,1,.,.,22
267,270,30.9,1,.,.,22
244,247,30.9,1,.,.,22
237,237,30.9,0,.,.,22
228,243,30.9,1,.,.,22
251,251,30.9,1,.,.,22
208,224,30.9,1,.,.,22
212,236,30.9,0,.,.,22
235,227,30.9,1,.,.,22
199,216,30.9,1,.,.,22
232,241,30.9,0,.,.,22
239,234,30.9,1,.,.,22
224,238,30.9,1,.,.,22
194,190,30.9,0,.,.,22
217,236,30.9,1,.,.,22
236,231,30.9,0,.,.,22
227,239,30.9,0,.,.,22
265,252,30.9,0,.,.,22
218,213,30.9,1,.,.,22
256,253,30.9,1,.,.,22
238,244,30.9,1,.,.,22
247,234,30.9,0,.,.,22
237,228,30.9,0,.,.,22
254,244,30.9,1,.,.,22
258,247,30.9,1,.,.,22
223,242,30.9,1,.,.,22
210,212,30.9,1,.,.,22
304,254,30.9,1,.,.,22
212,224,30.9,1,.,.,22
236,240,30.9,0,.,.,22
252,246,30.9,1,.,.,22
237,248,30.9,1,.,.,22
276,248,30.9,0,.,.,22
247,251,30.9,0,.,.,22
233,237,30.9,1,.,.,22
241,271,30.9,0,.,.,22
226,230,30.9,1,.,.,22
212,212,30.9,1,.,.,22
234,224,30.9,1,.,.,22
243,251,30.9,1,.,.,22
242,243,30.9,1,.,.,22
237,236,30.9,0,.,.,22
218,217,30.9,0,.,.,22
231,233,30.9,0,.,.,22
261,246,30.9,1,.,.,22
265,245,30.9,0,.,.,22
243,237,30.9,0,.,.,22
224,241,30.9,1,.,.,22
241,242,30.9,0,.,.,22
221,212,30.9,1,.,.,22
246,248,30.9,0,.,.,22
239,234,30.9,1,.,.,22
230,237,30.9,0,.,.,22
214,213,30.9,1,.,.,22
236,230,30.9,0,.,.,22
250,265,30.9,1,.,.,22
255,257,30.9,1,.,.,22
238,229,30.9,1,.,.,22
240,238,30.9,1,.,.,22
283,284,30.9,0,.,.,22
254,247,30.9,0,.,.,22
220,252,30.9,0,.,.,22
228,241,30.9,1,.,.,22
261,246,30.9,0,.,.,22
245,248,30.9,1,.,.,22
242,235,30.9,0,.,.,22
239,250,30.9,0,.,.,22
228,245,30.9,1,.,.,22
275,258,30.9,1,.,.,22
257,260,30.9,1,.,.,22
253,250,30.9,0,.,.,22
257,223,30.9,0,.,.,22
236,215,30.9,1,.,.,22
239,233,30.9,1,.,.,22
263,253,30.9,1,.,.,22
238,238,30.9,0,.,.,22
221,265,30.9,0,.,.,22
229,214,30.9,1,.,.,22
252,249,30.9,0,.,.,22
215,191,18.86,1,.,.,23
231,240,18.86,1,.,.,23
217,209,18.86,0,.,.,23
248,236,18.86,1,.,.,23
221,228,18.86,0,.,.,23
252,241,18.86,1,.,.,23
270,256,18.86,1,.,.,23
254,274,18.86,1,.,.,23
220,196,18.86,1,.,.,23
229,240,18.86,1,.,.,23
233,217,18.86,0,.,.,23
260,250,18.86,1,.,.,23
238,248,18.86,0,.,.,23
219,224,18.86,1,.,.,23
265,251,18.86,0,.,.,23
242,250,18.86,0,.,.,23
212,184,18.86,0,.,.,23
243,233,18.86,1,.,.,23
250,261,18.86,1,.,.,23
209,209,18.86,0,.,.,23
212,223,18.86,0,.,.,23
248,245,18.86,0,.,.,23
241,223,18.86,1,.,.,23
213,221,18.86,1,.,.,23
218,231,18.86,1,.,.,23
252,243,18.86,0,.,.,23
228,240,18.86,1,.,.,23
249,230,18.86,1,.,.,23
255,253,18.86,0,.,.,23
185,171,18.86,0,.,.,23
217,238,18.86,1,.,.,23
225,236,18.86,0,.,.,23
212,198,18.86,0,.,.,23
268,246,18.86,0,.,.,23
232,235,18.86,1,.,.,23
258,251,18.86,1,.,.,23
222,202,18.86,0,.,.,23
215,223,18.86,1,.,.,23
230,236,18.86,1,.,.,23
221,225,18.86,1,.,.,23
245,243,18.86,0,.,.,23
218,217,18.86,0,.,.,23
242,247,18.86,1,.,.,23
220,251,18.86,1,.,.,23
249,246,18.86,0,.,.,23
235,224,18.86,0,.,.,23
219,204,18.86,0,.,.,23
203,226,18.86,0,.,.,23
234,211,18.86,1,.,.,23
185,202,18.86,0,.,.,23
216,212,18.86,0,.,.,23
218,230,18.86,0,.,.,23
224,211,18.86,1,.,.,23
237,233,18.86,1,.,.,23
243,246,18.86,1,.,.,23
266,256,18.86,0,.,.,23
263,266,18.86,0,.,.,23
223,228,18.86,0,.,.,23
229,231,18.86,1,.,.,23
219,216,18.86,1,.,.,23
251,234,67.73,0,.,.,31
249,233,67.73,0,.,.,31
259,249,67.73,1,.,.,31
218,235,67.73,1,.,.,31
218,219,67.73,0,.,.,31
242,227,67.73,0,.,.,31
198,181,67.73,1,.,.,31
229,230,67.73,1,.,.,31
258,237,67.73,1,.,.,31
216,218,67.73,1,.,.,31
245,242,67.73,0,.,.,31
239,234,67.73,1,.,.,31
224,240,67.73,0,.,.,31
215,226,67.73,1,.,.,31
232,241,67.73,0,.,.,31
206,190,67.73,0,.,.,31
259,239,67.73,0,.,.,31
237,242,67.73,0,.,.,31
230,239,67.73,0,.,.,31
261,261,67.73,1,.,.,31
202,210,67.73,1,.,.,31
239,237,67.73,1,.,.,31
227,209,67.73,0,.,.,31
239,237,67.73,0,.,.,31
244,246,67.73,1,.,.,31
253,227,67.73,1,.,.,31
212,227,67.73,1,.,.,31
204,216,67.73,1,.,.,31
206,226,67.73,1,.,.,31
238,234,67.73,1,.,.,31
183,175,67.73,0,.,.,31
260,248,67.73,1,.,.,31
243,254,67.73,1,.,.,31
266,255,67.73,0,.,.,31
219,205,67.73,1,.,.,31
225,212,67.73,0,.,.,31
234,227,67.73,1,.,.,31
222,227,67.73,0,.,.,31
225,200,67.73,1,.,.,31
246,221,67.73,0,.,.,31
221,219,67.73,0,.,.,31
248,259,67.73,0,.,.,31
242,243,67.73,0,.,.,31
211,220,67.73,1,.,.,31
229,227,67.73,1,.,.,31
258,248,67.73,0,.,.,31
247,259,67.73,0,.,.,31
272,252,67.73,0,.,.,31
240,228,67.73,1,.,.,31
261,241,67.73,0,.,.,31
249,239,67.73,1,.,.,31
248,251,67.73,1,.,.,31
226,232,67.73,1,.,.,31
253,254,67.73,1,.,.,31
248,233,67.73,1,.,.,31
235,220,67.73,0,.,.,31
226,243,67.73,1,.,.,31
243,250,67.73,0,.,.,31
239,245,67.73,1,.,.,31
236,244,67.73,0,.,.,31
188,189,67.73,0,.,.,31
244,241,67.73,1,.,.,31
227,216,67.73,1,.,.,31
232,233,67.73,0,.,.,31
253,211,67.73,1,.,.,31
222,255,67.73,1,.,.,31
217,226,67.73,0,.,.,31
255,237,67.73,0,.,.,31
243,231,67.73,1,.,.,31
214,230,67.73,1,.,.,31
229,225,67.73,1,.,.,31
257,238,67.73,0,.,.,31
237,250,67.73,1,.,.,31
212,200,67.73,0,.,.,31
234,237,67.73,0,.,.,31
237,243,67.73,1,.,.,31
226,222,67.73,0,.,.,31
229,234,67.73,1,.,.,31
198,200,67.73,1,.,.,31
237,236,67.73,1,.,.,31
269,258,67.73,0,.,.,31
224,209,46.12,1,.,.,33
268,247,46.12,0,.,.,33
221,218,46.12,1,.,.,33
228,254,46.12,0,.,.,33
227,231,46.12,1,.,.,33
234,246,46.12,1,.,.,33
218,215,46.12,1,.,.,33
227,224,46.12,1,.,.,33
227,223,46.12,1,.,.,33
232,214,46.12,0,.,.,33
247,248,46.12,1,.,.,33
249,238,46.12,1,.,.,33
230,223,46.12,1,.,.,33
263,259,46.12,1,.,.,33
213,238,46.12,1,.,.,33
257,258,46.12,1,.,.,33
239,245,46.12,0,.,.,33
233,237,46.12,1,.,.,33
176,189,46.12,0,.,.,33
229,247,46.12,0,.,.,33
220,221,46.12,1,.,.,33
222,225,46.12,1,.,.,33
224,227,46.12,1,.,.,33
218,242,46.12,1,.,.,33
189,197,46.12,0,.,.,33
221,237,46.12,0,.,.,33
235,204,46.12,1,.,.,33
223,209,46.12,1,.,.,33
203,217,46.12,0,.,.,33
176,218,46.12,0,.,.,33
203,223,46.12,0,.,.,33
200,199,46.12,0,.,.,33
228,216,46.12,0,.,.,33
190,184,46.12,0,.,.,33
262,262,46.12,1,.,.,33
238,247,46.12,1,.,.,33
227,217,46.12,1,.,.,33
255,244,46.12,1,.,.,33
198,209,46.12,0,.,.,33
247,253,46.12,1,.,.,33
214,230,46.12,1,.,.,33
201,216,46.12,0,.,.,33
215,198,46.12,0,.,.,33
239,216,46.12,1,.,.,33
225,234,46.12,1,.,.,33
253,240,46.12,0,.,.,33
264,250,46.12,0,.,.,33
253,232,46.12,0,.,.,33
211,220,46.12,1,.,.,33
236,230,46.12,1,.,.,33
224,238,46.12,1,.,.,33
185,217,46.12,0,.,.,33
248,259,46.12,0,.,.,33
235,243,46.12,1,.,.,33
253,265,46.12,1,.,.,33
237,243,46.12,1,.,.,33
241,248,3.64,1,.,.,34
226,236,3.64,1,.,.,34
207,197,3.64,1,.,.,34
248,259,3.64,0,.,.,34
207,203,3.64,0,.,.,34
227,222,3.64,1,.,.,34
260,250,3.64,1,.,.,34
217,230,3.64,1,.,.,34
242,252,3.64,1,.,.,34
251,229,3.64,0,.,.,34
248,265,3.64,1,.,.,34
262,269,3.64,0,.,.,34
214,221,3.64,1,.,.,34
255,241,3.64,0,.,.,34
232,221,3.64,0,.,.,34
255,247,3.64,0,.,.,34
237,262,3.64,1,.,.,34
245,242,3.64,0,.,.,34
223,222,19.49,0,.,.,41
208,209,19.49,0,.,.,41
225,231,19.49,0,.,.,41
258,242,19.49,1,.,.,41
215,217,19.49,0,.,.,41
215,205,19.49,1,.,.,41
210,212,19.49,0,.,.,41
233,217,19.49,0,.,.,41
208,210,19.49,0,.,.,41
230,231,19.49,1,.,.,41
229,230,19.49,1,.,.,41
245,225,19.49,0,.,.,41
242,221,19.49,0,.,.,41
247,248,19.49,0,.,.,41
162,183,19.49,0,.,.,41
256,247,19.49,1,.,.,41
238,229,19.49,1,.,.,41
252,246,19.49,0,.,.,41
196,201,19.49,0,.,.,41
231,230,19.49,1,.,.,41
237,248,19.49,0,.,.,41
189,177,19.49,0,.,.,41
220,232,19.49,1,.,.,41
167,172,19.49,0,.,.,41
248,256,19.49,0,.,.,41
219,231,19.49,0,.,.,41
229,208,19.49,0,.,.,41
254,246,19.49,0,.,.,41
222,237,19.49,1,.,.,41
226,238,19.49,0,.,.,41
236,234,19.49,0,.,.,41
218,230,19.49,1,.,.,41
237,212,19.49,0,.,.,41
237,245,19.49,1,.,.,41
220,223,19.49,1,.,.,41
218,212,19.49,0,.,.,41
174,172,19.49,0,.,.,41
222,232,19.49,0,.,.,41
211,202,19.49,0,.,.,41
197,191,19.49,0,.,.,41
240,227,19.49,0,.,.,41
207,193,19.49,1,.,.,41
224,228,19.49,0,.,.,41
196,233,19.49,0,.,.,41
222,225,19.49,1,.,.,41
232,237,19.49,0,.,.,41
157,151,19.49,0,.,.,41
229,213,19.49,0,.,.,41
216,217,19.49,1,.,.,41
245,249,19.49,1,.,.,41
248,249,19.49,0,.,.,41
234,242,19.49,1,.,.,41
242,232,19.49,0,.,.,41
171,187,19.49,1,.,.,41
235,254,19.49,1,.,.,41
