35 1 M
72 2 C
37 2 C
41 0 L
27 0 L
27 0 L
50 1 M
28 0 L
31 1 M
51 0 L
25 2 C
41 0 L
26 2 C
20 1 M
21 0 L
43 2 C
44 1 M
43 0 L
39 2 C
54 1 M
47 1 M
77 0 L
47 2 C
27 0 L
39 1 M
54 1 M
44 1 M
27 1 M
37 1 M
52 0 L
76 1 M
54 1 M
65 2 C
71 1 M
49 1 M
24 2 C
43 2 C
41 0 L
41 0 L
46 1 M
65 0 L
33 2 C
33 1 M
45 0 L
25 0 L
24 1 M
45 2 C
65 0 L
44 1 M
30 1 M
72 0 L
46 1 M
64 2 C
75 2 C
71 1 M
41 2 C
69 1 M
37 0 L
36 0 L
39 1 M
52 2 C
44 2 C
21 2 C
42 2 C
35 1 M
26 1 M
48 1 M
68 2 C
26 1 M
36 1 M
55 0 L
41 1 M
43 1 M
66 2 C
29 2 C
41 0 L
19 0 L
47 2 C
49 1 M
58 1 M
19 0 L
35 2 C
30 1 M
42 0 L
54 0 L
43 1 M
33 2 C
21 1 M
26 1 M
42 2 C
34 2 C
25 2 C
43 0 L
65 0 L
20 1 M
22 0 L
23 2 C
22 2 C
22 2 C
20 2 C
41 0 L
21 0 L
33 1 M
87 2 C
77 2 C
40 0 L
25 2 C
51 2 C
32 1 M
30 1 M
86 1 M
40 1 M
46 0 L
40 1 M
43 1 M
46 1 M
70 1 M
32 0 L
37 1 M
53 2 C
32 2 C
52 1 M
43 1 M
25 0 L
46 1 M
66 2 C
42 2 C
38 1 M
23 1 M
35 1 M
62 2 C
19 1 M
19 2 C
58 2 C
59 1 M
68 2 C
47 1 M
19 2 C
35 2 C
44 1 M
41 1 M
38 0 L
36 2 C
43 0 L
35 1 M
25 1 M
25 0 L
73 1 M
36 0 L
35 1 M
67 1 M
51 1 M
58 2 C
40 2 C
68 0 L
19 1 M
52 1 M
53 1 M
63 2 C
75 1 M
38 0 L
38 1 M
49 2 C
50 2 C
78 0 L
57 1 M
69 1 M
68 1 M
58 2 C
45 1 M
20 2 C
78 2 C
52 2 C
39 1 M
81 1 M
36 1 M
51 1 M
78 1 M
25 1 M
36 0 L
33 1 M
51 2 C
47 1 M
21 2 C
59 1 M
23 0 L
76 0 L
40 2 C
38 2 C
66 2 C
73 1 M
80 1 M
57 1 M
78 0 L
66 2 C
88 2 C
58 1 M
39 0 L
31 2 C
51 2 C
37 0 L
32 1 M
73 0 L
47 2 C
71 2 C
42 1 M
75 1 M
72 1 M
63 2 C
89 1 M
49 1 M
64 0 L
64 1 M
46 1 M
76 2 C
72 2 C
77 2 C
27 0 L
21 0 L
32 0 L
40 1 M
45 2 C
26 1 M
84 2 C
46 2 C
32 2 C
36 2 C
21 0 L
30 1 M
23 1 M
51 2 C
40 1 M
51 0 L
54 1 M
61 2 C
27 1 M
55 2 C
33 0 L
61 2 C
38 0 L
36 2 C
50 2 C
67 2 C
81 0 L
63 0 L
43 0 L
47 0 L
44 0 L
28 0 L
32 2 C
20 1 M
50 2 C
31 2 C
62 1 M
66 2 C
29 1 M
30 0 L
34 0 L
63 0 L
55 1 M
39 1 M
36 0 L
77 2 C
39 0 L
28 0 L
23 0 L
21 0 L
63 0 L
46 2 C
42 1 M
39 0 L
77 2 C
28 2 C
87 1 M
49 2 C
56 2 C
28 1 M
30 0 L
24 2 C
37 0 L
48 1 M
77 2 C
73 2 C
65 2 C
74 2 C
22 0 L
19 1 M
49 2 C
74 1 M
89 1 M
36 1 M
35 2 C
36 2 C
37 0 L
53 2 C
74 0 L
55 2 C
39 2 C
89 1 M
74 1 M
89 1 M
72 2 C
52 2 C
38 0 L
52 2 C
76 1 M
58 1 M
43 0 L
24 2 C
74 1 M
56 1 M
73 2 C
39 0 L
87 2 C
28 1 M
40 2 C
24 1 M
49 1 M
42 2 C
64 1 M
63 1 M
58 1 M
59 1 M
47 1 M
88 1 M
82 0 L
87 2 C
43 0 L
35 1 M
35 0 L
20 2 C
37 1 M
24 2 C
62 0 L
28 2 C
51 2 C
44 1 M
36 2 C
77 0 L
44 0 L
73 1 M
28 2 C
51 2 C
37 1 M
64 1 M
74 1 M
69 2 C
33 1 M
56 2 C
40 0 L
34 1 M
47 1 M
87 1 M
60 2 C
70 1 M
43 2 C
43 1 M
21 0 L
72 1 M
81 1 M
82 2 C
86 1 M
27 1 M
77 1 M
71 2 C
39 1 M
45 1 M
35 1 M
42 1 M
65 2 C
26 0 L
45 2 C
46 1 M
47 1 M
27 0 L
30 0 L
25 0 L
29 1 M
52 0 L
39 1 M
52 2 C
46 2 C
51 1 M
28 2 C
48 1 M
31 2 C
37 2 C
55 2 C
40 2 C
20 2 C
46 1 M
72 2 C
27 2 C
79 2 C
73 2 C
75 1 M
72 1 M
75 1 M
63 2 C
21 1 M
41 2 C
33 0 L
21 0 L
29 2 C
18 1 M
73 2 C
47 1 M
73 2 C
58 2 C
40 1 M
81 1 M
41 1 M
73 2 C
33 0 L
52 2 C
34 1 M
58 1 M
47 1 M
79 1 M
43 2 C
63 0 L
85 2 C
45 1 M
26 0 L
42 2 C
41 2 C
53 2 C
68 2 C
49 2 C
41 2 C
81 2 C
65 2 C
42 2 C
26 2 C
20 1 M
57 2 C
28 1 M
50 0 L
43 0 L
30 2 C
58 2 C
22 0 L
63 0 L
65 0 L
50 0 L
75 2 C
54 1 M
33 2 C
36 2 C
82 2 C
36 0 L
48 2 C
27 2 C
49 0 L
55 0 L
37 1 M
28 2 C
21 1 M
39 0 L
63 2 C
23 2 C
18 2 C
24 2 C
56 1 M
31 2 C
47 2 C
81 2 C
76 1 M
48 2 C
54 1 M
23 1 M
60 2 C
75 1 M
75 1 M
83 2 C
46 2 C
35 1 M
34 2 C
67 2 C
84 2 C
47 1 M
62 2 C
62 1 M
81 2 C
42 2 C
46 0 L
40 0 L
48 0 L
46 2 C
20 1 M
73 1 M
38 1 M
38 1 M
76 1 M
56 2 C
74 0 L
57 1 M
58 2 C
76 1 M
35 2 C
36 2 C
39 0 L
20 1 M
43 2 C
39 1 M
48 0 L
52 2 C
82 2 C
44 1 M
38 1 M
44 2 C
24 1 M
35 1 M
48 1 M
78 0 L
24 0 L
29 2 C
36 2 C
66 1 M
54 2 C
37 1 M
55 2 C
72 0 L
78 2 C
42 0 L
75 2 C
38 2 C
40 2 C
62 2 C
30 2 C
49 1 M
43 1 M
41 1 M
57 2 C
30 0 L
36 1 M
52 1 M
46 0 L
47 0 L
32 0 L
74 0 L
35 1 M
31 0 L
40 2 C
30 2 C
51 0 L
76 0 L
56 2 C
24 0 L
38 0 L
74 1 M
60 0 L
63 1 M
64 2 C
51 1 M
31 1 M
74 2 C
33 1 M
27 1 M
22 1 M
40 2 C
21 0 L
33 1 M
43 0 L
25 0 L
35 1 M
22 2 C
39 0 L
40 2 C
66 2 C
19 0 L
69 1 M
34 2 C
19 2 C
43 0 L
77 1 M
89 2 C
44 2 C
41 2 C
53 0 L
53 2 C
38 0 L
32 1 M
39 1 M
55 1 M
47 2 C
43 0 L
37 0 L
46 2 C
32 2 C
57 0 L
28 0 L
56 1 M
33 0 L
26 1 M
45 0 L
44 1 M
54 2 C
46 0 L
55 1 M
36 2 C
25 0 L
38 1 M
54 2 C
25 0 L
35 2 C
36 1 M
68 1 M
47 1 M
49 1 M
52 2 C
46 2 C
39 0 L
67 0 L
27 1 M
71 0 L
68 2 C
26 1 M
38 0 L
47 0 L
57 1 M
38 2 C
29 1 M
47 2 C
38 1 M
40 1 M
38 2 C
22 2 C
40 1 M
43 0 L
42 0 L
29 1 M
26 1 M
45 1 M
60 1 M
72 2 C
31 0 L
31 1 M
47 2 C
28 1 M
36 2 C
45 0 L
53 0 L
58 0 L
44 0 L
49 0 L
71 1 M
57 1 M
66 2 C
39 2 C
48 2 C
38 1 M
77 1 M
32 2 C
22 0 L
30 0 L
41 1 M
34 0 L
26 2 C
39 0 L
41 2 C
68 2 C
41 1 M
56 2 C
85 0 L
65 0 L
35 1 M
32 1 M
49 2 C
28 2 C
45 2 C
28 2 C
61 2 C
35 2 C
59 2 C
31 1 M
61 0 L
44 0 L
66 1 M
24 2 C
41 0 L
36 2 C
80 1 M
40 1 M
31 0 L
43 2 C
30 1 M
29 0 L
65 2 C
23 0 L
28 1 M
70 2 C
42 0 L
31 0 L
50 0 L
50 2 C
29 1 M
25 2 C
39 0 L
66 2 C
71 2 C
38 1 M
39 2 C
37 2 C
80 2 C
38 0 L
65 0 L
58 1 M
51 2 C
40 1 M
35 1 M
41 0 L
30 1 M
47 0 L
49 0 L
36 0 L
43 1 M
35 1 M
70 2 C
37 0 L
58 2 C
23 0 L
30 2 C
18 2 C
32 1 M
41 2 C
67 1 M
61 2 C
75 2 C
41 1 M
27 2 C
63 2 C
38 1 M
56 1 M
25 1 M
28 0 L
82 1 M
31 0 L
31 1 M
26 1 M
31 2 C
42 2 C
23 0 L
23 1 M
24 2 C
38 0 L
45 2 C
30 2 C
38 2 C
74 2 C
26 0 L
52 1 M
44 2 C
37 2 C
25 2 C
26 1 M
39 0 L
33 1 M
56 0 L
46 0 L
45 0 L
84 0 L
47 0 L
25 0 L
23 0 L
69 2 C
45 1 M
72 0 L
23 0 L
57 1 M
45 0 L
38 1 M
57 1 M
30 2 C
25 0 L
26 0 L
42 0 L
35 0 L
30 0 L
37 1 M
54 0 L
40 1 M
38 0 L
68 1 M
72 1 M
35 0 L
25 2 C
25 0 L
20 1 M
55 1 M
29 2 C
44 1 M
71 1 M
21 0 L
34 0 L
59 1 M
60 1 M
20 1 M
43 1 M
30 1 M
35 0 L
45 0 L
36 1 M
29 2 C
23 0 L
21 1 M
28 1 M
51 1 M
70 1 M
39 2 C
83 1 M
31 2 C
24 0 L
29 1 M
51 1 M
53 2 C
77 1 M
37 2 C
77 1 M
46 2 C
27 0 L
39 2 C
60 0 L
28 1 M
69 0 L
20 2 C
71 1 M
58 0 L
51 2 C
50 0 L
32 1 M
26 2 C
48 1 M
58 1 M
85 1 M
34 0 L
33 1 M
44 0 L
42 1 M
45 0 L
32 1 M
33 2 C
78 1 M
29 1 M
28 2 C
23 2 C
25 0 L
42 1 M
24 1 M
36 2 C
28 1 M
21 1 M
61 1 M
23 1 M
40 2 C
31 1 M
35 1 M
69 2 C
68 1 M
79 1 M
73 1 M
45 1 M
54 2 C
58 2 C
58 2 C
67 2 C
64 2 C
74 1 M
44 1 M
30 1 M
34 0 L
79 2 C
45 1 M
78 2 C
47 2 C
50 0 L
38 1 M
31 1 M
55 2 C
25 1 M
40 1 M
49 1 M
64 0 L
42 0 L
42 2 C
29 1 M
19 2 C
26 0 L
60 1 M
25 2 C
44 0 L
31 1 M
53 1 M
38 2 C
60 1 M
48 1 M
34 1 M
69 1 M
48 1 M
79 2 C
49 2 C
33 0 L
55 2 C
21 0 L
36 2 C
65 1 M
59 0 L
50 1 M
78 1 M
74 0 L
31 2 C
89 0 L
75 1 M
47 2 C
38 2 C
37 1 M
49 0 L
39 1 M
64 0 L
53 1 M
28 2 C
24 2 C
80 2 C
70 2 C
37 2 C
67 1 M
40 0 L
26 2 C
37 2 C
33 1 M
50 1 M
46 1 M
60 1 M
29 0 L
22 2 C
72 2 C
28 1 M
29 2 C
46 1 M
25 1 M
47 1 M
78 2 C
73 2 C
36 2 C
77 2 C
37 1 M
25 1 M
32 1 M
40 2 C
33 2 C
39 1 M
33 0 L
26 1 M
28 1 M
29 1 M
33 1 M
35 0 L
74 2 C
75 2 C
49 1 M
69 1 M
35 1 M
28 0 L
71 1 M
64 0 L
62 1 M
35 2 C
46 0 L
58 0 L
42 1 M
43 1 M
59 0 L
38 1 M
48 0 L
34 0 L
44 1 M
23 1 M
37 1 M
34 1 M
26 1 M
58 2 C
87 1 M
69 2 C
65 2 C
31 2 C
66 2 C
69 1 M
46 2 C
53 2 C
72 2 C
26 1 M
25 0 L
37 1 M
58 2 C
25 0 L
35 0 L
60 2 C
33 1 M
24 0 L
82 1 M
29 2 C
41 1 M
73 1 M
30 1 M
68 2 C
68 2 C
39 1 M
56 1 M
37 1 M
68 1 M
66 2 C
78 1 M
59 1 M
22 2 C
33 1 M
51 2 C
52 1 M
21 2 C
46 1 M
25 2 C
36 2 C
86 0 L
47 2 C
28 0 L
28 1 M
40 1 M
52 1 M
28 2 C
82 2 C
72 1 M
32 1 M
64 1 M
74 1 M
35 0 L
63 0 L
49 1 M
35 2 C
33 0 L
32 1 M
42 0 L
40 0 L
24 0 L
38 0 L
36 1 M
23 1 M
30 1 M
29 0 L
37 1 M
40 1 M
52 1 M
79 2 C
29 2 C
59 1 M
28 2 C
35 2 C
32 2 C
23 2 C
50 1 M
43 1 M
39 0 L
50 1 M
78 1 M
43 0 L
34 1 M
57 2 C
63 2 C
48 0 L
48 1 M
28 0 L
42 0 L
32 1 M
24 2 C
57 2 C
55 1 M
35 2 C
55 0 L
34 2 C
28 0 L
21 1 M
73 1 M
32 1 M
58 0 L
28 0 L
24 1 M
41 1 M
40 2 C
69 1 M
42 2 C
36 1 M
20 1 M
34 2 C
66 2 C
57 2 C
53 2 C
66 1 M
42 2 C
60 2 C
48 0 L
41 0 L
57 1 M
21 1 M
34 2 C
39 2 C
30 0 L
22 1 M
40 0 L
74 1 M
36 2 C
19 0 L
63 1 M
38 1 M
29 1 M
43 2 C
28 1 M
74 1 M
89 2 C
68 1 M
60 1 M
43 1 M
73 2 C
71 0 L
36 0 L
46 1 M
36 1 M
46 2 C
27 2 C
50 2 C
67 0 L
88 1 M
76 2 C
24 1 M
26 2 C
24 1 M
38 2 C
42 0 L
65 1 M
32 0 L
28 1 M
29 1 M
37 0 L
44 1 M
37 2 C
26 2 C
46 1 M
18 2 C
19 1 M
19 1 M
27 1 M
29 2 C
73 2 C
39 2 C
72 2 C
49 2 C
43 2 C
31 1 M
31 1 M
55 1 M
28 2 C
73 2 C
22 1 M
30 1 M
46 1 M
25 1 M
19 1 M
62 1 M
47 2 C
51 0 L
68 1 M
58 1 M
62 1 M
50 1 M
35 1 M
66 1 M
54 0 L
40 0 L
38 0 L
68 2 C
47 2 C
36 1 M
65 1 M
54 1 M
62 0 L
62 1 M
20 1 M
63 2 C
64 0 L
28 1 M
33 1 M
76 1 M
38 1 M
70 2 C
39 1 M
20 1 M
37 2 C
33 0 L
72 2 C
66 1 M
55 2 C
54 1 M
30 2 C
49 1 M
44 0 L
51 2 C
21 1 M
35 2 C
22 1 M
60 2 C
36 0 L
52 0 L
41 0 L
39 0 L
30 1 M
31 2 C
61 2 C
42 1 M
53 2 C
23 2 C
23 1 M
37 2 C
40 2 C
69 1 M
75 1 M
69 1 M
26 0 L
33 0 L
22 2 C
29 1 M
42 2 C
44 1 M
38 0 L
37 0 L
26 1 M
82 1 M
30 0 L
61 2 C
50 0 L
67 0 L
82 0 L
23 0 L
47 0 L
58 1 M
21 0 L
29 1 M
19 0 L
65 1 M
23 0 L
62 2 C
25 0 L
69 2 C
71 0 L
86 2 C
33 2 C
41 1 M
28 1 M
76 1 M
19 2 C
46 1 M
86 2 C
23 0 L
24 2 C
38 0 L
31 2 C
48 1 M
29 0 L
47 1 M
28 2 C
28 2 C
53 2 C
35 2 C
25 2 C
30 2 C
