82,0,1,56
313,1,0,27
320,1,0,42
217,1,0,33
315,1,1,62
66,1,0,33
179,1,1,40
235,1,1,29
230,1,0,42
98,1,0,36
192,1,0,41
73,1,1,26
273,1,1,45
227,1,1,50
200,1,0,42
273,1,0,39
306,1,1,56
180,1,0,44
272,1,0,33
299,1,1,51
311,1,0,52
333,1,0,35
269,1,1,39
244,1,0,41
244,1,0,26
307,1,1,40
313,1,1,35
315,1,1,39
132,1,0,33
334,1,0,47
154,1,0,44
294,1,0,62
105,0,1,45
252,1,0,30
280,1,1,27
233,1,0,51
221,1,0,44
265,1,0,45
108,0,0,39
257,1,1,37
224,1,0,29
35,0,1,29
150,1,0,32
342,1,0,42
217,1,0,44
40,1,1,41
124,1,1,25
280,1,1,30
252,1,1,32
230,1,1,43
341,1,1,45
193,1,0,33
270,1,1,27
1,1,1,40
243,1,1,38
277,1,1,51
235,1,0,34
329,1,0,63
349,1,1,41
278,1,1,38
313,1,0,41
263,1,0,41
348,1,0,32
277,1,1,37
206,1,1,38
291,1,0,39
307,1,0,39
201,1,0,44
328,1,1,57
325,1,1,29
329,1,1,48
80,1,0,37
242,1,0,73
1,0,0,45
315,1,0,33
346,1,1,35
116,1,1,36
326,1,1,31
288,0,1,46
328,1,1,46
272,1,1,33
124,1,0,32
144,0,1,56
179,1,0,54
175,1,0,30
217,1,1,34
243,1,0,21
342,1,0,35
145,1,1,37
341,1,1,28
293,1,1,36
319,1,1,34
249,1,1,31
250,1,0,42
138,1,0,38
273,1,0,37
322,1,1,54
263,1,0,51
203,1,1,35
321,1,0,45
242,1,1,23
312,1,1,59
287,1,0,38
228,1,1,43
137,1,0,31
279,1,0,33
294,1,0,34
283,1,0,33
286,1,1,35
214,1,1,46
158,1,1,35
273,1,1,42
133,1,1,39
313,1,1,35
306,1,0,38
154,1,0,34
3,1,1,39
75,1,0,39
335,1,0,44
159,1,1,49
313,1,0,36
56,0,0,44
264,1,1,46
311,1,0,33
102,1,1,33
318,1,0,35
257,1,0,51
158,1,0,35
293,1,0,32
168,1,1,33
194,1,0,45
208,1,1,34
217,1,0,29
194,1,1,27
276,1,1,31
322,1,0,34
230,1,0,42
250,1,1,38
305,1,0,36
202,1,1,53
271,1,0,39
362,1,0,31
343,1,1,27
292,1,0,28
194,1,0,39
322,1,0,45
170,1,0,27
321,1,1,22
277,1,1,35
117,1,1,39
135,0,0,44
304,1,1,39
276,1,0,35
130,1,0,38
269,1,1,35
186,1,0,42
221,1,1,43
7,0,0,29
173,1,0,38
321,1,1,60
161,1,1,43
335,1,0,35
46,0,1,41
286,1,1,58
321,1,1,60
117,1,0,41
256,1,1,41
326,1,1,36
273,1,0,25
319,1,1,45
255,1,0,34
297,1,0,41
159,1,0,36
334,1,1,28
194,1,0,31
327,1,0,43
112,0,0,34
283,1,0,38
333,1,1,39
262,1,1,33
307,1,1,53
236,1,1,33
152,1,0,40
276,1,1,62
271,1,1,29
242,1,1,28
130,1,1,31
271,1,1,31
294,1,1,34
189,1,1,41
229,1,1,31
315,1,1,31
257,1,1,40
258,1,1,31
312,1,0,38
124,1,0,30
269,1,0,35
264,1,1,42
257,1,1,30
70,1,1,30
18,0,1,43
242,1,0,36
138,0,1,63
262,1,0,42
131,1,1,49
116,1,1,27
215,1,0,31
244,1,0,41
238,1,0,24
196,1,1,33
136,1,1,44
292,1,1,49
346,1,0,62
342,1,0,63
305,1,1,35
62,1,1,34
298,1,0,26
152,1,0,28
300,1,1,45
321,1,1,37
312,1,0,43
200,1,1,27
327,1,0,30
65,0,1,33
151,1,1,23
321,1,1,33
238,1,1,34
42,0,0,45
290,1,0,58
235,1,1,21
140,1,1,42
167,1,1,26
256,1,1,51
231,0,0,32
230,1,1,30
293,1,0,38
265,1,1,36
255,1,0,41
217,1,1,53
173,1,1,25
335,1,1,53
329,1,1,34
301,1,0,57
98,1,1,29
364,1,0,22
118,1,1,51
308,1,1,44
287,1,0,36
214,1,1,50
322,1,0,39
293,1,1,48
118,1,0,42
349,1,1,44
233,0,0,49
285,1,0,42
272,1,1,32
300,1,0,36
258,1,1,29
202,1,0,49
132,1,0,39
132,1,1,59
14,0,1,31
307,1,1,39
125,1,1,28
348,1,0,66
120,1,0,20
244,1,0,29
161,1,0,25
321,1,0,51
347,1,1,43
9,0,0,36
313,1,0,34
230,1,1,30
132,1,0,29
354,1,0,42
293,1,1,34
84,0,0,28
326,1,0,46
181,1,1,29
307,1,0,28
279,1,0,28
130,1,0,41
271,1,0,19
159,1,1,39
215,1,0,47
231,1,1,39
258,1,0,38
291,1,0,36
237,1,1,39
136,1,0,37
312,1,1,40
294,1,0,42
167,1,1,30
298,1,0,45
263,1,0,48
319,1,1,32
180,1,1,32
153,1,0,35
41,1,1,36
332,1,0,56
298,1,0,37
105,1,0,33
203,1,1,36
276,1,1,34
242,1,1,30
181,1,1,27
327,1,0,38
273,1,0,31
68,1,1,33
92,1,0,44
269,1,1,43
266,1,0,32
88,1,1,39
276,1,1,33
178,1,1,50
113,0,0,35
252,1,0,33
56,1,1,38
252,1,1,30
342,1,0,34
308,1,0,36
229,1,1,47
180,1,1,38
312,1,1,31
38,1,0,32
273,1,0,40
173,1,1,32
301,1,1,48
68,0,0,52
291,1,1,65
185,1,0,39
346,1,1,33
216,1,0,36
168,1,1,39
257,1,1,31
299,1,1,37
272,1,0,35
25,0,1,37
235,1,0,34
277,1,1,45
25,1,0,42
53,1,0,40
355,1,1,55
353,1,0,43
59,1,0,46
187,1,1,34
300,1,0,40
117,1,0,35
251,1,0,59
292,1,1,35
326,1,0,30
203,1,0,51
319,1,1,47
266,1,0,50
262,1,1,37
84,1,0,44
287,1,1,27
144,1,1,32
315,1,0,45
252,1,0,32
47,1,0,33
311,1,0,39
336,1,0,41
348,1,1,47
201,1,1,48
138,1,1,39
252,1,0,32
348,1,1,33
146,1,0,36
256,1,0,30
175,1,0,35
308,1,1,45
68,0,0,37
2,0,0,40
329,1,1,32
328,1,1,43
256,1,1,40
252,1,0,39
333,1,1,37
314,1,1,35
304,1,1,37
259,1,0,29
322,1,0,38
347,1,1,48
348,1,1,51
226,0,1,51
140,1,0,32
90,1,0,33
278,1,1,42
189,1,1,35
272,1,1,40
55,1,0,43
46,1,1,45
252,1,1,38
291,1,0,35
265,1,0,33
294,1,1,36
343,1,1,59
329,1,1,29
298,1,0,32
301,1,1,51
258,1,0,23
223,1,1,39
104,1,1,35
214,1,0,39
301,1,0,32
166,1,0,29
272,1,0,28
7,0,1,41
42,1,0,37
77,1,1,29
283,1,1,32
110,1,1,43
228,1,1,37
151,0,0,36
306,1,0,32
342,1,1,33
229,1,0,31
196,1,0,31
335,1,1,45
217,1,1,35
271,1,0,39
202,1,0,71
143,1,0,29
312,1,1,39
315,1,1,36
290,1,1,49
280,1,1,35
329,1,0,33
292,1,1,54
256,1,0,42
3,1,0,38
280,1,1,51
44,0,1,47
250,1,0,40
139,1,1,45
24,0,0,53
266,1,0,40
137,0,0,33
265,1,1,52
326,1,0,32
306,1,1,39
327,1,0,45
341,1,0,30
152,1,1,32
315,1,1,42
329,1,1,43
76,1,1,49
203,0,0,58
137,1,0,29
201,1,1,40
292,1,0,44
26,0,0,41
336,1,1,28
7,0,0,16
105,1,1,42
264,1,0,32
284,1,1,57
89,1,0,37
16,0,0,38
293,1,1,33
311,1,1,26
215,1,1,33
341,1,0,50
46,1,1,31
340,1,1,30
256,1,0,31
196,1,1,38
125,1,0,46
264,1,1,73
258,1,0,43
74,1,0,22
17,1,1,41
231,1,1,47
243,1,1,34
236,1,1,35
293,1,0,37
313,1,0,47
215,1,1,41
347,1,0,60
173,1,1,40
235,1,0,29
231,1,0,48
257,1,1,37
113,0,0,30
187,1,0,61
335,1,0,37
308,1,1,35
87,0,0,35
348,1,1,41
182,1,1,44
340,1,0,26
319,1,1,28
348,1,1,26
322,1,1,35
66,1,1,49
266,1,0,27
82,1,0,36
17,0,1,30
200,1,1,30
153,1,0,33
287,1,0,38
290,1,1,20
100,1,0,46
173,1,1,41
259,1,0,32
14,0,1,42
326,1,0,30
184,0,0,40
245,0,0,37
266,1,1,42
335,1,1,43
314,1,1,48
154,1,1,50
58,0,1,51
257,1,0,38
82,1,0,40
347,1,1,39
269,1,1,35
298,1,0,28
244,1,1,45
47,1,1,16
321,1,0,59
85,0,1,29
307,1,1,45
313,1,1,39
169,0,0,50
265,1,1,46
308,1,0,44
189,1,0,47
165,1,0,24
290,1,1,47
194,0,0,38
335,1,0,38
272,1,1,50
259,1,1,40
264,1,0,60
259,1,1,26
228,1,1,36
266,0,1,39
18,0,1,24
334,1,1,38
54,1,0,33
242,1,1,43
85,1,1,39
89,1,0,24
343,1,1,31
87,1,1,36
257,1,1,33
257,1,1,42
280,1,1,58
284,1,1,48
248,0,1,58
196,1,0,40
112,1,0,39
291,1,1,28
280,1,0,44
196,1,1,38
66,1,1,28
328,1,0,56
273,1,1,56
241,1,0,37
258,1,0,33
182,1,1,48
272,1,1,34
335,1,1,47
291,1,0,29
311,1,1,40
259,1,1,38
334,1,1,39
313,1,0,44
171,1,0,37
271,1,1,38
322,1,0,42
328,1,1,34
114,0,1,40
271,1,0,32
39,1,1,34
131,1,1,33
251,1,1,45
308,1,1,54
172,1,0,34
167,1,1,34
155,1,1,27
130,1,0,40
235,1,0,33
129,0,0,67
180,1,0,20
293,1,1,34
258,1,0,40
287,1,1,31
293,1,1,49
241,1,0,32
300,1,0,31
313,1,1,38
88,1,1,36
298,1,1,21
322,1,1,36
313,1,0,61
87,1,0,38
251,1,1,38
280,1,0,38
216,1,1,31
290,1,0,43
263,1,0,52
227,1,1,46
301,1,1,27
294,1,0,50
347,1,0,33
263,1,1,37
242,1,1,43
314,1,1,32
298,1,1,15
280,1,1,39
167,0,0,36
193,1,1,45
175,1,0,42
175,1,1,38
256,1,1,35
346,1,0,38
291,1,0,27
251,1,1,44
285,1,1,41
214,1,0,38
124,1,1,32
230,1,0,35
328,1,1,37
252,1,0,28
221,1,0,47
47,1,1,28
151,0,0,47
334,1,0,49
299,1,1,43
299,1,1,40
11,1,0,38
321,1,1,36
159,1,0,25
321,1,0,41
328,1,0,30
341,1,0,33
341,1,1,50
13,0,0,33
251,1,0,33
278,1,0,42
202,1,1,42
318,1,1,57
63,1,1,29
259,1,0,40
40,1,0,41
335,1,1,33
197,0,0,45
307,1,0,39
306,1,0,48
222,1,1,32
241,1,0,36
263,1,0,43
279,1,0,30
215,1,0,44
257,1,1,27
130,0,0,33
98,1,0,41
187,1,1,44
333,1,0,30
315,1,0,41
228,1,0,39
322,1,1,43
186,0,0,42
217,1,1,45
286,1,0,43
327,1,1,38
273,1,1,40
278,1,1,26
209,1,0,34
335,1,1,34
308,1,1,30
279,1,1,35
349,1,1,40
208,1,1,34
231,1,0,42
335,1,1,37
174,1,0,33
244,1,0,34
47,1,0,37
250,1,1,59
220,1,0,29
266,1,0,35
293,1,1,52
38,1,1,33
151,1,1,48
278,1,0,29
271,1,0,45
335,1,0,37
334,1,0,45
241,1,0,28
350,1,1,31
308,1,1,28
300,1,0,33
114,0,0,56
243,1,1,37
202,1,0,42
69,1,0,34
194,1,1,38
228,1,0,38
186,1,0,30
311,1,1,39
306,1,1,37
319,1,0,32
320,1,1,51
103,1,1,41
311,1,0,25
117,1,0,53
20,0,0,45
279,1,1,38
329,1,1,46
203,1,0,36
336,1,0,49
1,1,0,32
174,0,1,39
293,1,0,47
125,1,1,27
59,1,1,31
102,1,0,47
328,1,0,39
158,1,0,38
333,1,1,37
307,1,0,44
342,1,0,48
321,1,1,33
270,1,0,29
238,1,1,25
67,1,0,25
285,1,0,28
319,1,1,46
217,1,1,40
49,1,1,45
341,1,1,52
294,1,0,25
273,1,1,44
47,0,1,41
272,1,0,43
192,1,0,44
132,1,1,44
